Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Attack
22,6,2018-02-16 01:24:01,19402111,11,8,1143,2145,744,0,103.9090909,226.7617492,976,0,268.125,409.9883056,169.4660957,0.979274884,1077895.056,2960277.419,10400000,10,19400000,1940211.1,3833561.072,10400000,44,8751479,1250211.286,3002081.859,8054412,2618,0,0,0,0,360,264,0.566948617,0.412326267,0,976,164.4,311.5488303,97062.67368,0,0,0,1,0,0,0,0,0,173.0526316,103.9090909,268.125,0,0,0,0,0,0,11,1143,8,2145,14600,233,6,32,586385.0,519351.546,953622,219148,9114648.5,1865351.224,10400000,7795646,Benign,0
53021,6,2018-02-16 01:24:13,918,3,0,64,0,64,0,21.33333333,36.95041723,0,0,0.0,0.0,69716.7756,3267.973856,459.0,569.9280656,862,56,918,459.0,569.9280656,862,56,0,0.0,0.0,0,0,0,0,0,0,96,0,3267.973856,0.0,0,64,16.0,32.0,1024.0,0,0,0,0,1,0,0,0,0,21.33333333,21.33333333,0.0,0,0,0,0,0,0,3,64,0,0,233,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
22,6,2018-02-16 01:24:16,18033855,11,9,1143,2145,744,0,103.9090909,226.7617492,976,0,238.3333333,393.7854746,182.3237461,1.10902522,949150.2632,2592364.324,8685590,11,18000000,1803385.5,3425384.243,8685590,71,17800000,2227362.875,3911098.433,8947231,2704,0,0,0,0,360,296,0.609963871,0.499061349,0,976,156.5714286,305.7720673,93496.55714,0,0,0,1,0,0,0,0,0,164.4,103.9090909,238.3333333,0,0,0,0,0,0,11,1143,9,2145,14600,233,6,32,599633.5,530395.8468,974680,224587,8290196.5,559170.8502,8685590,7894803,Benign,0
53199,6,2018-02-16 01:24:20,964,3,0,64,0,64,0,21.33333333,36.95041723,0,0,0.0,0.0,66390.04149,3112.033195,482.0,524.6732316,853,111,964,482.0,524.6732316,853,111,0,0.0,0.0,0,0,0,0,0,0,96,0,3112.033195,0.0,0,64,16.0,32.0,1024.0,0,0,0,0,1,0,0,0,0,21.33333333,21.33333333,0.0,0,0,0,0,0,0,3,64,0,0,233,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
22,6,2018-02-16 01:24:27,18531535,11,8,1143,2145,744,0,103.9090909,226.7617492,976,0,268.125,409.9883056,177.4272881,1.025279341,1029529.722,2789592.497,9350255,11,18500000,1853153.5,3606320.185,9350255,25,8958605,1279800.714,3072863.737,8244389,2611,0,0,0,0,360,264,0.593582777,0.431696565,0,976,164.4,311.5488303,97062.67368,0,0,0,1,0,0,0,0,0,173.0526316,103.9090909,268.125,0,0,0,0,0,0,11,1143,8,2145,14600,233,6,32,600829.5,531539.9456,976685,224974,8664925.5,969202.2736,9350255,7979596,Benign,0
53589,6,2018-02-16 01:24:34,869,2,0,64,0,64,0,32.0,45.254834,0,0,0.0,0.0,73647.87112,2301.495972,869.0,0.0,869,869,869,869.0,0.0,869,869,0,0.0,0.0,0,0,1,0,0,0,64,0,2301.495972,0.0,0,64,42.66666667,36.95041723,1365.333333,0,1,0,0,1,0,0,0,0,64.0,32.0,0.0,0,0,0,0,0,0,2,64,0,0,233,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
53877,6,2018-02-16 01:24:45,1090,3,0,64,0,64,0,21.33333333,36.95041723,0,0,0.0,0.0,58715.59633,2752.293578,545.0,616.5971132,981,109,1090,545.0,616.5971132,981,109,0,0.0,0.0,0,0,0,0,0,0,96,0,2752.293578,0.0,0,64,16.0,32.0,1024.0,0,0,0,0,1,0,0,0,0,21.33333333,21.33333333,0.0,0,0,0,0,0,0,3,64,0,0,233,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
0,0,2018-02-16 01:25:53,112640234,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633467,56300000.0,74.95331881,56300000,56300000,113000000,56300000.0,74.95331881,56300000,56300000,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633467,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56300000.0,74.95331881,56300000,56300000,Benign,0
22,6,2018-02-16 01:26:21,2931192,4,4,0,123,0,0,0.0,0.0,41,0,30.75,20.5,41.96245077,2.729265091,418741.7143,594346.9332,1604044,16,2931192,977064.0,1467887.25,2665057,16,2672363,890787.6667,671525.1665,1604044,270730,0,0,0,0,80,84,1.364632545,1.364632545,0,41,13.66666667,20.5,420.25,0,0,0,1,0,0,0,0,1,15.375,0.0,30.75,0,0,0,0,0,0,4,0,4,123,1024,26883,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
43017,6,2018-02-16 01:26:24,262178,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7.628405129,262178.0,0.0,262178,262178,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,3.814202565,3.814202565,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,600,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
0,0,2018-02-16 01:28:42,112640265,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.02663346,56300000.0,129.400541,56300000,56300000,113000000,56300000.0,129.400541,56300000,56300000,0,0.0,0.0,0,0,0,0,0,0,0,0,0.02663346,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56300000.0,129.400541,56300000,56300000,Benign,0
22,6,2018-02-16 01:29:44,1474294,15,12,1335,2273,744,0,89.0,195.0446835,976,0,189.4166667,347.6425694,2447.273068,18.31385056,56703.61538,107104.4449,533834,12,1474294,105306.7143,133302.9728,533834,16,1381483,125589.3636,189004.7147,663038,85,0,0,0,0,488,392,10.17436142,8.139489139,0,976,128.8571429,268.4968742,72090.57143,0,0,0,1,0,0,0,0,0,133.6296296,89.0,189.4166667,0,0,0,0,0,0,15,1335,12,2273,29200,233,8,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
22,6,2018-02-16 01:31:03,32293992,17,12,1335,2273,744,0,78.52941176,184.8263096,976,0,189.4166667,347.6425694,111.7235677,0.897999851,1153356.857,4486009.765,22900000,20,32300000,2018374.5,5861878.693,22900000,20,32200000,2928529.727,6986113.107,22900000,108,0,0,0,0,552,392,0.526413706,0.371586145,0,976,120.2666667,261.1275198,68187.58161,0,0,0,1,0,0,0,0,0,124.4137931,78.52941176,189.4166667,0,0,0,0,0,0,17,1335,12,2273,26883,233,8,32,655330.5,899180.3175,1291147,19514,15200000.0,10800000.0,22900000,7555822,Benign,0
0,0,2018-02-16 01:31:31,112640467,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633412,56300000.0,40.30508653,56300000,56300000,113000000,56300000.0,40.30508653,56300000,56300000,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633412,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56300000.0,40.30508653,56300000,56300000,Benign,0
0,0,2018-02-16 01:34:20,112640423,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633423,56300000.0,12.02081528,56300000,56300000,113000000,56300000.0,12.02081528,56300000,56300000,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633423,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56300000.0,12.02081528,56300000,56300000,Benign,0
0,0,2018-02-16 01:37:09,112640500,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633405,56300000.0,84.85281374,56300000,56300000,113000000,56300000.0,84.85281374,56300000,56300000,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633405,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56300000.0,84.85281374,56300000,56300000,Benign,0
22,6,2018-02-16 01:38:18,1072078,12,12,1335,2273,744,0,111.25,213.8160318,976,0,189.4166667,347.6425694,3365.426769,22.38643084,46612.08696,61012.96802,152618,8,1072078,97461.63636,62433.9295,159248,19,952933,86630.27273,70275.70859,188476,73,0,0,0,0,392,392,11.19321542,11.19321542,0,976,144.32,280.6729592,78777.31,0,0,0,1,0,0,0,0,1,150.3333333,111.25,189.4166667,0,0,0,0,0,0,12,1335,12,2273,29200,233,8,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-16 01:38:29,425421,5,3,145,183,145,0,29.0,64.84597135,183,0,61.0,105.6550993,771.0009614,18.8049015,60774.42857,103281.6597,211975,18,425421,106355.25,122517.6816,212939,18,212932,106466.0,149236.3004,211992,940,0,0,0,0,168,104,11.75306344,7.051838062,0,183,36.44444444,72.93852053,5320.027778,0,0,0,1,0,0,0,0,0,41.0,29.0,61.0,0,0,0,0,0,0,5,145,3,183,29200,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
0,0,2018-02-16 01:39:58,112640592,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633383,56300000.0,110.3086579,56300000,56300000,113000000,56300000.0,110.3086579,56300000,56300000,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633383,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56300000.0,110.3086579,56300000,56300000,Benign,0
22,6,2018-02-16 01:41:33,3348957,16,12,1351,2273,744,0,84.4375,189.8529146,976,0,189.4166667,347.6425694,1082.127958,8.360812038,124035.4444,288548.2015,1325870,12,3348957,223263.8,364158.9002,1325870,14,3208838,291712.5455,484206.1929,1505177,63,0,0,0,0,520,392,4.777606879,3.583205159,0,976,124.9655172,264.6976014,70064.8202,0,0,0,1,0,0,0,0,0,129.4285714,84.4375,189.4166667,0,0,0,0,0,0,16,1351,12,2273,29200,233,8,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
0,0,2018-02-16 01:42:46,112640526,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633398,56300000.0,35.35533906,56300000,56300000,113000000,56300000.0,35.35533906,56300000,56300000,0,0.0,0.0,0,0,0,0,0,0,0,0,0.026633398,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56300000.0,35.35533906,56300000,56300000,Benign,0
22,6,2018-02-16 01:43:51,19550626,11,8,1143,2145,744,0,103.9090909,226.7617492,976,0,268.125,409.9883056,168.1787581,0.971835889,1086145.889,2968933.901,10500000,16,19600000,1955062.6,3842480.39,10500000,21,8813065,1259009.286,3000139.325,8057974,2603,0,0,0,0,360,264,0.56264183,0.409194059,0,976,164.4,311.5488303,97062.67368,0,0,0,1,0,0,0,0,0,173.0526316,103.9090909,268.125,0,0,0,0,0,0,11,1143,8,2145,14600,233,6,32,635332.0,560401.9231,1031596,239068,9139970.5,1924065.129,10500000,7779451,Benign,0
54804,6,2018-02-16 01:44:10,980,3,0,64,0,64,0,21.33333333,36.95041723,0,0,0.0,0.0,65306.12245,3061.22449,490.0,609.5260454,921,59,980,490.0,609.5260454,921,59,0,0.0,0.0,0,0,0,0,0,0,96,0,3061.22449,0.0,0,64,16.0,32.0,1024.0,0,0,0,0,1,0,0,0,0,21.33333333,21.33333333,0.0,0,0,0,0,0,0,3,64,0,0,233,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
22,6,2018-02-16 01:45:05,992674,14,12,1335,2273,744,0,95.35714286,200.7882954,976,0,189.4166667,347.6425694,3634.627279,26.19188173,39706.96,51802.09501,122078,13,992674,76359.53846,62507.59841,148264,20,881582,80143.81818,57440.43044,159288,82,0,0,0,0,456,392,14.10332093,12.0885608,0,976,133.6296296,272.3986259,74201.0114,0,0,0,1,0,0,0,0,0,138.7692308,95.35714286,189.4166667,0,0,0,0,0,0,14,1335,12,2273,29200,233,8,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-16 01:45:27,191,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,10471.20419,191.0,0.0,191,191,191,191.0,0.0,191,191,0,0.0,0.0,0,0,0,0,0,0,64,0,10471.20419,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-Hulk,1
80,6,2018-02-16 01:45:27,1720,3,4,300,935,300,0,100.0,173.2050808,935,0,233.75,467.5,718023.2558,4069.767442,286.6666667,551.7574346,1394,6,288,144.0,181.019336,272,16,1714,571.3333333,724.2135965,1394,30,0,0,0,0,104,136,1744.186047,2325.581395,0,935,154.375,332.4308467,110510.2679,0,0,0,1,0,0,0,0,1,176.4285714,100.0,233.75,0,0,0,0,0,0,3,300,4,935,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-Hulk,1
80,6,2018-02-16 01:45:27,650,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3076.923077,650.0,0.0,650,650,650,650.0,0.0,650,650,0,0.0,0.0,0,0,0,0,0,0,64,0,3076.923077,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-Hulk,1
80,6,2018-02-16 01:45:27,912,3,4,359,935,359,0,119.6666667,207.2687466,935,0,233.75,467.5,1418859.649,7675.438596,152.0,213.5865164,545,8,308,154.0,154.1492783,263,45,904,301.3333333,247.5890412,545,50,0,0,0,0,104,136,3289.473684,4385.964912,0,935,161.75,336.749483,113400.2143,0,0,0,1,0,0,0,0,1,184.8571429,119.6666667,233.75,0,0,0,0,0,0,3,359,4,935,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-Hulk,1
80,6,2018-02-16 01:45:27,577,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3466.204506,577.0,0.0,577,577,577,577.0,0.0,577,577,0,0.0,0.0,0,0,0,0,0,0,64,0,3466.204506,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-Hulk,1
