Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Attack
3389,6,2018-02-14 01:00:00,1671932,8,7,1144,1581,677,0,143.0,227.9699228282,1173,0,225.8571428571,430.0986044197,1629.8509748004,8.971656742,119423.714285714,246170.008259904,955471,67,1671932,238847.428571429,391236.045352358,1121192,67,1563485,260580.833333333,341151.588110867,955471,108820,0,0,0,0,172,152,4.7848835957,4.1867731463,0,1173,170.3125,319.402717323,102018.095833333,0,0,1,1,0,0,0,1,0,181.6666666667,143.0,225.8571428571,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
3389,6,2018-02-14 01:00:00,3641507,8,10,1148,1581,677,0,143.5,228.129662379,1173,0,158.1,367.7307136721,749.4150086764,4.9430084852,214206.294117647,285100.417391128,1188328,69,3641507,520215.285714286,510111.516574469,1499075,69,3458165,384240.555555556,341356.52492596,1188328,68165,0,0,0,0,172,212,2.1968926601,2.7461158251,0,1173,143.6315789474,298.5202785828,89114.3567251462,0,0,0,1,0,0,0,0,1,151.6111111111,143.5,158.1,0,0,0,0,0,0,8,1148,10,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:00,90,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22222.2222222222,90.0,0.0,90,90,90,90.0,0.0,90,90,0,0.0,0.0,0,0,0,0,0,0,40,0,22222.2222222222,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:01,826,3,4,148,243,148,0,49.3333333333,85.4478398401,243,0,60.75,121.5,473365.617433414,8474.5762711864,137.6666666667,91.4672983457,233,0,436,218.0,83.43860018,277,159,607,202.3333333333,188.8765028619,374,0,0,0,0,0,72,92,3631.9612590799,4842.6150121065,0,243,48.875,93.9930658537,8834.6964285714,0,0,0,1,0,0,0,0,1,55.8571428571,49.3333333333,60.75,0,0,0,0,0,0,3,148,4,243,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:01,93,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21505.376344086,93.0,0.0,93,93,93,93.0,0.0,93,93,0,0.0,0.0,0,0,0,0,0,0,40,0,21505.376344086,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:01,72,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,27777.7777777778,72.0,0.0,72,72,72,72.0,0.0,72,72,0,0.0,0.0,0,0,0,0,0,0,40,0,27777.7777777778,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:01,584,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,1111301.36986301,11986.301369863,97.3333333333,55.2545624059,147,23,283,141.5,58.6898628385,183,100,437,145.6666666667,128.3329004322,279,23,0,0,0,0,72,92,5136.9863013699,6849.3150684932,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:01,58,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34482.7586206897,58.0,0.0,58,58,58,58.0,0.0,58,58,0,0.0,0.0,0,0,0,0,0,0,40,0,34482.7586206897,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
3389,6,2018-02-14 01:00:01,1988801,9,7,1132,1581,661,0,125.7777777778,213.6736868322,1173,0,225.8571428571,430.0986044197,1364.1384934943,8.0450482477,132586.733333333,237482.579943837,953130,83,1988801,248600.125,378211.598427742,1174248,254,1827746,304624.333333333,321137.445204801,953130,126194,0,0,0,0,192,152,4.5253396393,3.5197086084,0,1173,159.5882352941,310.4088148764,96353.6323529412,0,0,1,1,0,0,0,1,0,169.5625,125.7777777778,225.8571428571,0,0,0,0,0,0,9,1132,7,1581,8192,62868,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
443,6,2018-02-14 01:00:01,214,3,0,31,0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,144859.813084112,14018.691588785,107.0,118.7939392393,191,23,214,107.0,118.7939392393,191,23,0,0.0,0.0,0,0,0,0,0,0,60,0,14018.691588785,0.0,0,31,7.75,15.5,240.25,0,0,0,0,1,0,0,0,0,10.3333333333,10.3333333333,0.0,0,0,0,0,0,0,3,31,0,0,254,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:01,609,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,1065681.44499179,11494.2528735632,101.5,60.5466762094,180,26,288,144.0,49.4974746831,179,109,465,155.0,152.9738539751,324,26,0,0,0,0,72,92,4926.1083743842,6568.144499179,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
53,17,2018-02-14 01:00:02,1267,1,1,40,139,40,40,40.0,0.0,139,139,139.0,0.0,141278.610891871,1578.5319652723,1267.0,0.0,1267,1267,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,789.2659826361,789.2659826361,40,139,73.0,57.1576766498,3267.0,0,0,0,0,0,0,0,0,1,109.5,40.0,139.0,0,0,0,0,0,0,1,40,1,139,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:02,55553452,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0360013632,55553452.0,0.0,55553452,55553452,55553452,55553452.0,0.0,55553452,55553452,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0360013632,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
53,17,2018-02-14 01:00:02,162045,2,2,84,116,42,42,42.0,0.0,58,58,58.0,0.0,1234.2250609399,24.6845012188,54015.0,92626.6182746623,160971,506,161539,161539.0,0.0,161539,161539,161477,161477.0,0.0,161477,161477,0,0,0,0,16,16,12.3422506094,12.3422506094,42,58,48.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,60.5,42.0,58.0,0,0,0,0,0,0,2,84,2,116,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
3389,6,2018-02-14 01:00:02,1304714,8,7,1138,1581,677,0,142.25,227.7465696778,1173,0,225.8571428571,430.0986044197,2083.9816235589,11.4967724727,93193.8571428571,253134.149348297,969091,3,1304714,186387.714285714,381485.240890441,1050428,3,1258129,209688.166666667,372285.1110858,969091,48009,0,0,0,0,172,152,6.1316119855,5.3651604873,0,1173,169.9375,319.3627965705,101992.595833333,0,0,0,1,0,0,0,0,0,181.2666666667,142.25,225.8571428571,0,0,0,0,0,0,8,1138,7,1581,8192,62862,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:02,54140511,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0369409147,54140511.0,0.0,54140511,54140511,54140511,54140511.0,0.0,54140511,54140511,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0369409147,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
51103,6,2018-02-14 01:00:02,6098,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,327.9763857002,6098.0,0.0,6098,6098,6098,6098.0,0.0,6098,6098,0,0.0,0.0,0,0,0,0,0,0,40,0,327.9763857002,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,8776,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:02,1051,3,4,148,243,148,0,49.3333333333,85.4478398401,243,0,60.75,121.5,372026.641294006,6660.3235014272,175.1666666667,131.6790289555,399,31,612,306.0,217.7888886055,460,152,652,217.3333333333,184.5273240833,400,31,0,0,0,0,72,92,2854.4243577545,3805.8991436727,0,243,48.875,93.9930658537,8834.6964285714,0,0,0,1,0,0,0,0,1,55.8571428571,49.3333333333,60.75,0,0,0,0,0,0,3,148,4,243,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
0,0,2018-02-14 01:00:02,121501,5,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,41.1519246755,30375.25,55586.7033523606,113663,225,121501,30375.25,55586.7033523606,113663,225,0,0.0,0.0,0,0,0,0,0,0,0,0,41.1519246755,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,5,0,0,0,-1,-1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:02,90,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22222.2222222222,90.0,0.0,90,90,90,90.0,0.0,90,90,0,0.0,0.0,0,0,0,0,0,0,40,0,22222.2222222222,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:02,5287372,4,4,97,232,97,0,24.25,48.5,232,0,58.0,116.0,62.2237285366,1.5130389918,755338.857142857,1971243.45603576,5225400,41,61972,20657.3333333333,35523.2298831811,61676,108,5287225,1762408.33333333,3052120.05187875,5286693,218,0,0,0,0,92,92,0.7565194959,0.7565194959,0,232,36.5555555556,80.0048609634,6400.7777777778,0,0,0,1,0,0,0,0,1,41.125,24.25,58.0,0,0,0,0,0,0,4,97,4,232,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
51101,6,2018-02-14 01:00:02,54,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,37037.037037037,54.0,0.0,54,54,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18518.5185185185,18518.5185185185,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,115,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:02,54432580,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0367427008,54432580.0,0.0,54432580,54432580,54432580,54432580.0,0.0,54432580,54432580,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0367427008,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:02,90,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22222.2222222222,90.0,0.0,90,90,90,90.0,0.0,90,90,0,0.0,0.0,0,0,0,0,0,0,40,0,22222.2222222222,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:02,839,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,773539.928486293,8343.2657926103,139.8333333333,95.5665562143,253,1,443,221.5,125.15790027,310,133,586,195.3333333333,191.5628704455,384,1,0,0,0,0,72,92,3575.6853396901,4767.5804529202,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
67,17,2018-02-14 01:00:02,739,1,1,315,302,315,315,315.0,0.0,302,302,302.0,0.0,834912.043301759,2706.3599458728,739.0,0.0,739,739,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,1353.1799729364,1353.1799729364,302,315,310.6666666667,7.5055534995,56.3333333333,0,0,0,0,0,0,0,0,1,466.0,315.0,302.0,0,0,0,0,0,0,1,315,1,302,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
5355,17,2018-02-14 01:00:02,409971,2,0,66,0,33,33,33.0,0.0,0,0,0.0,0.0,160.9869966412,4.8783938376,409971.0,0.0,409971,409971,409971,409971.0,0.0,409971,409971,0,0.0,0.0,0,0,0,0,0,0,16,0,4.8783938376,0.0,33,33,33.0,0.0,0.0,0,0,0,0,0,0,0,0,0,49.5,33.0,0.0,0,0,0,0,0,0,2,66,0,0,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
443,6,2018-02-14 01:00:02,385,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,5194.8051948052,385.0,0.0,385,385,385,385.0,0.0,385,385,0,0.0,0.0,0,0,0,0,0,0,40,0,5194.8051948052,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,254,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
50980,6,2018-02-14 01:00:03,35,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57142.8571428571,35.0,0.0,35,35,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,28571.4285714286,28571.4285714286,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,31088,62838,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
0,0,2018-02-14 01:00:03,60984818,2,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0655900949,20328272.6666667,35209453.8644622,60984648,79,60984739,60984739.0,0.0,60984739,60984739,60984727,60984727.0,0.0,60984727,60984727,0,0,0,0,0,0,0.0327950474,0.0327950474,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,-1,-1,0,0,91.0,0.0,91,91,60984648.0,0.0,60984648,60984648,Benign,0
3389,6,2018-02-14 01:00:03,6851393,11,7,1148,1581,677,0,104.3636363636,202.2944748268,1173,0,225.8571428571,430.0986044197,398.31316055,2.6272029644,403023.117647059,716813.63103502,3004086,4,6851393,685139.3,898571.153167325,3004086,4,6213204,1035534.0,1191650.62798523,3418233,317526,0,0,0,0,232,152,1.6055129227,1.0216900417,0,1173,143.6315789474,298.5202785828,89114.3567251462,0,0,1,1,0,0,0,1,0,151.6111111111,104.3636363636,225.8571428571,0,0,0,0,0,0,11,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
3389,6,2018-02-14 01:00:03,5786195,9,7,1148,1581,677,0,127.5555555556,218.6910555505,1173,0,225.8571428571,430.0986044197,471.6398254812,2.765202348,385746.333333333,708220.337016834,2768032,79,5786195,723274.375,910543.450150974,2768032,79,5479975,913329.166666667,1110895.78044917,3124982,305656,0,0,0,0,192,152,1.5554263208,1.2097760273,0,1173,160.5294117647,312.0440909645,97371.5147058823,0,0,1,1,0,0,0,1,0,170.5625,127.5555555556,225.8571428571,0,0,0,0,0,0,9,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:03,144,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,13888.8888888889,144.0,0.0,144,144,144,144.0,0.0,144,144,0,0.0,0.0,0,0,0,0,0,0,40,0,13888.8888888889,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,252,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
3389,6,2018-02-14 01:00:03,4970738,10,9,1821,1581,677,0,182.1,269.5899973416,1173,0,175.6666666667,385.5612791762,684.4054142463,3.8223700384,276152.111111111,699370.261304864,3013007,44,4970738,552304.222222222,984449.42176881,3115060,437,4841096,605137.0,983750.498159104,3013007,162294,0,0,0,0,224,216,2.0117737044,1.810596334,0,1173,170.1,314.0584759496,98632.7263157895,0,0,1,1,0,0,0,1,0,179.0526315789,182.1,175.6666666667,0,0,0,0,0,0,10,1821,9,1581,8192,62856,6,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
53,17,2018-02-14 01:00:03,3608,1,1,49,164,49,49,49.0,0.0,164,164,164.0,0.0,59035.4767184035,554.3237250554,3608.0,0.0,3608,3608,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,277.1618625277,277.1618625277,49,164,87.3333333333,66.3952809568,4408.3333333333,0,0,0,0,0,0,0,0,1,131.0,49.0,164.0,0,0,0,0,0,0,1,49,1,164,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
80,6,2018-02-14 01:00:03,621,3,4,161,488,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,1045088.5668277,11272.1417069243,103.5,64.0023437071,178,34,325,162.5,70.0035713375,212,113,443,147.6666666667,152.9520622069,322,36,0,0,0,0,72,92,4830.9178743961,6441.2238325282,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,0
